iter	MAE
1665	2.038461442
1666	2.037781834
1667	2.037542663
1668	2.037156861
1669	2.036934111
1670	2.036461729
1671	2.036052617
1672	2.035437386
1673	2.034882064
1674	2.034407004
1675	2.034279602
1676	2.033861776
1677	2.033593142
1678	2.032925035
1679	2.032747162
1680	2.032247443
1681	2.031671773
1682	2.031409298
1683	2.031322459
1684	2.031084475
1685	2.030440842
1686	2.030241724
1687	2.029841445
1688	2.029200283
1689	2.029052072
1690	2.028912634
1691	2.028385202
1692	2.027893931
1693	2.02771477
1694	2.027547637
1695	2.027440692
1696	2.027262858
1697	2.02707272
1698	2.02683877
1699	2.02590715
1700	2.025517978
1701	2.025314896
1702	2.025183489
1703	2.024908033
1704	2.024070732
1705	2.023642872
1706	2.023393441
1707	2.022418192
1708	2.022221263
1709	2.021745026
1710	2.021168334
1711	2.020863218
1712	2.020095982
1713	2.019923639
1714	2.019849149
1715	2.018500979
1716	2.017685268
1717	2.017577464
1718	2.016023871
1719	2.015449155
1720	2.015365885
1721	2.01480071
1722	2.014458483
1723	2.01384684
1724	2.013780495
1725	2.013021574
1726	2.011818594
1727	2.011132225
1728	2.011088695
1729	2.010897228
1730	2.010414634
1731	2.010009237
1732	2.009776554
1733	2.009134532
1734	2.008053271
1735	2.007498143
1736	2.00699561
1737	2.006788973
1738	2.006166195
1739	2.005969984
1740	2.005830266
1741	2.00562078
1742	2.005380643
1743	2.005193528
1744	2.004913639
1745	2.004721834
1746	2.003902845
1747	2.00329561
1748	2.00322988
1749	2.002666367
1750	2.002446339
1751	2.001879046
1752	2.001535599
1753	2.001424415
1754	2.001334733
1755	2.000959634
1756	2.000874653
1757	2.000719838
1758	2.000681273
1759	2.000409666
1760	2.000166404
1761	1.999799573
1762	1.999354365
1763	1.99903693
1764	1.998297729
1765	1.997861156
1766	1.997470257
1767	1.997127683
1768	1.996441546
1769	1.996299338
1770	1.99563957
1771	1.995398147
1772	1.99533015
1773	1.994992168
1774	1.99478673
1775	1.994709711
1776	1.994190894
1777	1.993624864
1778	1.993411447
1779	1.993181467
1780	1.992355083
1781	1.992274558
1782	1.991913361
1783	1.991541397
1784	1.991360733
1785	1.991135556
1786	1.990936447
1787	1.990719581
1788	1.990567621
1789	1.990460734
1790	1.989801706
1791	1.989670747
1792	1.989379818
1793	1.989117359
1794	1.988779368
1795	1.988533282
1796	1.987882799
1797	1.987545595
1798	1.987122413
1799	1.986830983
1800	1.986447487
1801	1.986176446
1802	1.986049893
1803	1.985644934
1804	1.984205977
1805	1.982935033
1806	1.980948579
1807	1.98046906
1808	1.980200499
1809	1.979840702
1810	1.979375566
1811	1.978940759
1812	1.978468591
1813	1.978275671
1814	1.978129158
1815	1.978003568
1816	1.977889795
1817	1.97738198
1818	1.976634813
1819	1.976417978
1820	1.976224929
1821	1.975929186
1822	1.975348728
1823	1.974695463
1824	1.97450044
1825	1.974250109
1826	1.973583969
1827	1.972510901
1828	1.972369556
1829	1.97194345
1830	1.97178193
1831	1.971339501
1832	1.970975856
1833	1.970552609
1834	1.969861001
1835	1.969280243
1836	1.968623218
1837	1.968496157
1838	1.968232043
1839	1.967435422
1840	1.966598038
1841	1.966158066
1842	1.966102749
1843	1.965596911
1844	1.965489995
1845	1.965217219
1846	1.964815197
1847	1.964733062
1848	1.964615559
1849	1.964488903
1850	1.964218695
1851	1.964079581
1852	1.964005682
1853	1.963129653
1854	1.962792368
1855	1.962323372
1856	1.961634106
1857	1.961316083
1858	1.961206055
1859	1.961119934
1860	1.961014706
1861	1.960820258
1862	1.960271868
1863	1.960139396
1864	1.959946197
1865	1.959693065
1866	1.959267209
1867	1.959008587
1868	1.958039068
1869	1.957753605
1870	1.957326403
1871	1.956991439
1872	1.956917525
1873	1.956702603
1874	1.956641526
1875	1.955751551
1876	1.955640272
1877	1.955584771
1878	1.955285837
1879	1.955009574
1880	1.954851078
1881	1.95418651
1882	1.953848346
1883	1.95359038
1884	1.95236675
1885	1.952179272
1886	1.951476227
1887	1.95122185
1888	1.951075112
1889	1.950831871
1890	1.9504708
1891	1.950361062
1892	1.950108116
1893	1.949878032
1894	1.949785728
1895	1.949673882
1896	1.949553252
1897	1.949484599
1898	1.949248191
1899	1.94872915
1900	1.947869871
1901	1.947623741
1902	1.947227194
1903	1.94713996
1904	1.946430826
1905	1.945623586
1906	1.944963036
1907	1.944761143
1908	1.944211881
1909	1.943823135
1910	1.943395694
1911	1.943028457
1912	1.942893583
1913	1.942684376
1914	1.942357517
1915	1.942004825
1916	1.941938695
1917	1.941457514
1918	1.941384126
1919	1.941302702
1920	1.940865338
1921	1.940422482
1922	1.940339662
1923	1.939161262
1924	1.939002633
1925	1.938914838
1926	1.938695757
1927	1.937815051
1928	1.937339428
1929	1.936885338
1930	1.936243914
1931	1.936087508
1932	1.936040089
1933	1.93596167
1934	1.93578839
1935	1.935300153
1936	1.935199042
1937	1.935030812
1938	1.934774226
1939	1.934672398
1940	1.934202922
1941	1.933868553
1942	1.933606003
1943	1.932879254
1944	1.932079651
1945	1.931884151
1946	1.931265273
1947	1.930923773
1948	1.930509527
1949	1.930112604
1950	1.929163788
1951	1.928837403
1952	1.927979917
1953	1.927709213
1954	1.927346834
1955	1.927242735
1956	1.92720889
1957	1.927074017
1958	1.926564589
1959	1.926503826
1960	1.926283391
1961	1.92596986
1962	1.924986468
1963	1.924595289
1964	1.924528331
1965	1.924281717
1966	1.923955893
1967	1.923896373
1968	1.923247791
1969	1.921732294
1970	1.921540403
1971	1.921426705
1972	1.921390719
1973	1.920668836
1974	1.91926105
1975	1.919004121
1976	1.918839574
1977	1.918533155
1978	1.918479263
1979	1.918395102
1980	1.918255421
1981	1.918003103
1982	1.917723463
1983	1.917325676
1984	1.917064653
1985	1.916956247
1986	1.916554907
1987	1.916476332
1988	1.91600066
1989	1.91592933
1990	1.915794992
1991	1.914800009
1992	1.914257728
1993	1.913919572
1994	1.913561755
1995	1.91338716
1996	1.913261691
1997	1.913195442
1998	1.912723598
1999	1.912500647
2000	1.912367739
2001	1.912282844
2002	1.91219518
2003	1.911522168
2004	1.910747438
2005	1.910686815
2006	1.910504475
2007	1.910107707
2008	1.909662284
2009	1.90953171
2010	1.908774003
2011	1.908681701
2012	1.908579915
2013	1.908412189
2014	1.908323004
2015	1.908250046
2016	1.908167201
2017	1.908016386
2018	1.907961341
2019	1.907389211
2020	1.907221052
2021	1.907170954
2022	1.906969392
2023	1.906574549
2024	1.905994258
2025	1.905563087
2026	1.905036873
2027	1.904618061
2028	1.904448549
2029	1.903727922
2030	1.90306438
2031	1.902810035
2032	1.902419959
2033	1.902244217
2034	1.902202195
2035	1.901758169
2036	1.901533927
2037	1.901451346
2038	1.901273871
2039	1.901234433
2040	1.901123957
2041	1.900930496
2042	1.900804893
2043	1.900305606
2044	1.899861343
2045	1.899254009
2046	1.898574776
2047	1.89720087
2048	1.89707863
2049	1.896873235
2050	1.896799801
2051	1.896576533
2052	1.896341485
2053	1.89620263
2054	1.895829253
2055	1.89567463
2056	1.895248239
2057	1.895161195
2058	1.894753383
2059	1.8945662
2060	1.894457358
2061	1.894093214
2062	1.893885894
2063	1.893476615
2064	1.893065358
2065	1.892434559
2066	1.892236228
2067	1.891987812
2068	1.891279675
2069	1.891007989
2070	1.890932041
2071	1.890762044
2072	1.890468104
2073	1.890266214
2074	1.890083652
2075	1.888825253
2076	1.888411539
2077	1.888084896
2078	1.886873762
2079	1.8864162
2080	1.886271286
2081	1.886181364
2082	1.886075998
2083	1.885941366
2084	1.885680811
2085	1.885506206
2086	1.885234274
2087	1.884980932
2088	1.884829616
2089	1.884275194
2090	1.883732335
2091	1.88367013
2092	1.883390105
2093	1.883024331
2094	1.882603462
2095	1.881780062
2096	1.881068488
2097	1.880802827
2098	1.880354073
2099	1.88015887
2100	1.879754949
2101	1.879476439
2102	1.879158779
2103	1.879069196
2104	1.878487162
2105	1.878325217
2106	1.877974913
2107	1.877591215
2108	1.877370831
2109	1.877166523
2110	1.876930109
2111	1.876671237
2112	1.876322845
2113	1.876109695
2114	1.875940924
2115	1.875688313
2116	1.875319139
2117	1.875254289
2118	1.875043467
2119	1.874764174
2120	1.874426583
2121	1.873474079
2122	1.87207947
2123	1.871958524
2124	1.871796821
2125	1.871563202
2126	1.871314168
2127	1.871162869
2128	1.871015538
2129	1.870703712
2130	1.870376865
2131	1.869607352
2132	1.869450627
2133	1.869363315
2134	1.86928103
2135	1.868203889
2136	1.867742404
2137	1.867344205
2138	1.866535755
2139	1.866443899
2140	1.866357766
2141	1.86626341
2142	1.866201697
2143	1.866008937
2144	1.865790446
2145	1.865126445
2146	1.864763324
2147	1.864623258
2148	1.864420211
2149	1.864283819
2150	1.864004547
2151	1.863584282
2152	1.863537817
2153	1.863185891
2154	1.863132165
2155	1.862932819
2156	1.862884654
2157	1.862806956
2158	1.86263899
2159	1.862532045
2160	1.861859162
2161	1.861712733
2162	1.861389284
2163	1.861065332
2164	1.860670608
2165	1.860323024
2166	1.860208308
2167	1.859099646
2168	1.85869323
2169	1.85833766
2170	1.8580412
2171	1.857282045
2172	1.857049149
2173	1.856761746
2174	1.854527484
2175	1.854466246
2176	1.854266715
2177	1.853721846
2178	1.853471642
2179	1.85323625
2180	1.85317971
2181	1.853025372
2182	1.852810073
2183	1.852332161
2184	1.851822461
2185	1.851456254
2186	1.851324703
2187	1.850967695
2188	1.850745681
2189	1.85058057
2190	1.850289581
2191	1.849789412
2192	1.849319162
2193	1.849185553
2194	1.849062558
2195	1.848844417
2196	1.848420065
2197	1.848193664
2198	1.848048104
2199	1.847930809
2200	1.847728274
2201	1.847592145
2202	1.847522534
2203	1.846474401
2204	1.845980806
2205	1.845834279
2206	1.845678567
2207	1.845397339
2208	1.845043016
2209	1.84359881
2210	1.843289211
2211	1.842834844
2212	1.842693992
2213	1.84250221
2214	1.842156685
2215	1.841704449
2216	1.841580001
2217	1.841238696
2218	1.840353257
2219	1.840254159
2220	1.839891689
2221	1.839756869
2222	1.83912487
2223	1.839065921
2224	1.838659426
2225	1.838380115
2226	1.838259754
2227	1.838173776
2228	1.838047182
2229	1.837822905
2230	1.837601883
2231	1.837395057
2232	1.837095889
2233	1.837028184
2234	1.8367516
2235	1.836518983
2236	1.83633634
2237	1.83626052
2238	1.835916244
2239	1.835854109
2240	1.835541991
2241	1.835199864
2242	1.834957381
2243	1.834737555
2244	1.834694935
2245	1.834593909
2246	1.834442148
2247	1.834365431
2248	1.834121981
2249	1.833853505
2250	1.833709876
2251	1.833224568
2252	1.832989355
2253	1.832567619
2254	1.832102189
2255	1.831786767
2256	1.831677163
2257	1.831576806
2258	1.83149722
2259	1.831377279
2260	1.831244166
2261	1.83099358
2262	1.830863251
2263	1.830743306
2264	1.829892088
2265	1.829497613
2266	1.829279837
2267	1.829134077
2268	1.828788854
2269	1.828677396
2270	1.82854644
2271	1.828125043
2272	1.827994567
2273	1.827199752
2274	1.827014109
2275	1.82678337
2276	1.826544031
2277	1.82643892
2278	1.82620274
2279	1.826102175
2280	1.825809753
2281	1.825610069
2282	1.82525246
2283	1.824540978
2284	1.824292325
2285	1.824197877
2286	1.823823013
2287	1.823593463
2288	1.823364477
2289	1.823246159
2290	1.822440089
2291	1.822011845
2292	1.821336416
2293	1.820867972
2294	1.82058464
2295	1.820294169
2296	1.820072798
2297	1.819048775
2298	1.818801033
2299	1.818250159
2300	1.817988598
2301	1.817626253
2302	1.817486831
2303	1.817333698
2304	1.816953674
2305	1.816851514
2306	1.816713397
2307	1.81651843
2308	1.816314873
2309	1.81593542
2310	1.815764867
2311	1.815465554
2312	1.814924979
2313	1.814797192
2314	1.814670809
2315	1.814386932
2316	1.814303977
2317	1.81333241
2318	1.81306261
2319	1.812898991
2320	1.812540815
2321	1.81243086
2322	1.811751449
2323	1.810649409
2324	1.810207434
2325	1.810120925
2326	1.809827797
2327	1.809547766
2328	1.809397612
2329	1.809216053
2330	1.808528955
2331	1.808244363
2332	1.807978836
2333	1.807880591
2334	1.807759456
2335	1.807593613
2336	1.806596807
2337	1.806523291
2338	1.806393679
2339	1.806270996
2340	1.80615979
2341	1.806064555
2342	1.805782212
2343	1.805328356
2344	1.805267848
2345	1.804827342
2346	1.804702116
2347	1.804633817
2348	1.804362775
2349	1.803772804
2350	1.803678144
2351	1.803586207
2352	1.803389861
2353	1.80326228
2354	1.802650691
2355	1.802531323
2356	1.801793781
2357	1.801740595
2358	1.801592662
2359	1.801454252
2360	1.801420411
2361	1.801213245
2362	1.800928155
2363	1.800810529
2364	1.800685807
2365	1.800333078
2366	1.800256769
2367	1.800139648
2368	1.80005784
2369	1.800009744
2370	1.799849292
2371	1.799603517
2372	1.799411535
2373	1.798272124
2374	1.797994993
2375	1.797925784
2376	1.797840883
2377	1.797401971
2378	1.796984617
2379	1.796667663
2380	1.796525883
2381	1.79642845
2382	1.796168673
2383	1.795957837
2384	1.795786543
2385	1.795661749
2386	1.795558218
2387	1.795513304
2388	1.794986096
2389	1.794907161
2390	1.794701925
2391	1.7944882
2392	1.794418676
2393	1.793852778
2394	1.793411614
2395	1.79329489
2396	1.79311651
2397	1.793024361
2398	1.79289187
2399	1.792495134
2400	1.792252917
2401	1.79209214
2402	1.791879523
2403	1.791734299
2404	1.791707607
2405	1.791067455
2406	1.79048848
2407	1.790278314
2408	1.789821392
2409	1.789662741
2410	1.78923436
2411	1.789138383
2412	1.789028956
2413	1.788663999
2414	1.787918222
2415	1.787812462
2416	1.787656924
2417	1.787583447
2418	1.787345011
2419	1.787228793
2420	1.787118925
2421	1.786553212
2422	1.786531958
2423	1.786338963
2424	1.786278451
2425	1.785670495
2426	1.785579505
2427	1.785484926
2428	1.785398151
2429	1.784804054
2430	1.784588811
2431	1.784526026
2432	1.784272415
2433	1.784157276
2434	1.784051857
2435	1.783864492
2436	1.783678781
2437	1.783494559
2438	1.782798599
2439	1.782592668
2440	1.7822892
2441	1.78202915
2442	1.781780734
2443	1.781494257
2444	1.781166997
2445	1.781089976
2446	1.780813313
2447	1.780563538
2448	1.780323022
2449	1.780217714
2450	1.779884313
2451	1.779819933
2452	1.77952399
2453	1.779247561
2454	1.779014537
2455	1.778868749
2456	1.778717966
2457	1.778329296
2458	1.778224485
2459	1.778086705
2460	1.778058228
2461	1.777813015
2462	1.777200809
2463	1.777081721
2464	1.777050939
2465	1.776812334
2466	1.776193213
2467	1.776182351
2468	1.776052015
2469	1.77549473
2470	1.775313654
2471	1.775166508
2472	1.774965493
2473	1.774951131
2474	1.774786277
2475	1.774602704
2476	1.774552318
2477	1.77399033
2478	1.773509738
2479	1.773175994
2480	1.773090716
2481	1.772793123
2482	1.772573907
2483	1.77248957
2484	1.772397849
2485	1.77226945
2486	1.77200534
2487	1.771603042
2488	1.771232646
2489	1.770890767
2490	1.769816888
2491	1.769540385
2492	1.769331287
2493	1.769053642
2494	1.76889242
2495	1.768862098
2496	1.768731453
2497	1.768565477
2498	1.768397843
2499	1.767992873
2500	1.767844352
2501	1.766583316
2502	1.765783162
2503	1.765228641
2504	1.764845229
2505	1.7644498
2506	1.764213736
2507	1.764076118
2508	1.763940177
2509	1.763881896
2510	1.76374081
2511	1.763613517
2512	1.762999355
2513	1.762641611
2514	1.762399693
2515	1.76229873
2516	1.76198966
2517	1.761902697
2518	1.761610328
2519	1.761574251
2520	1.76151288
2521	1.761201008
2522	1.761107816
2523	1.761021094
2524	1.760465235
2525	1.760346132
2526	1.76001936
2527	1.759958603
2528	1.759192864
2529	1.758851129
2530	1.758344712
2531	1.75831571
2532	1.758271609
2533	1.758221234
2534	1.758117108
2535	1.757652206
2536	1.756714486
2537	1.756491592
2538	1.756432553
2539	1.756186717
2540	1.756048398
2541	1.755962722
2542	1.755782612
2543	1.755682404
2544	1.75550137
2545	1.755400436
2546	1.755071537
2547	1.754947285
2548	1.754864038
2549	1.754749881
2550	1.754361559
2551	1.753593186
2552	1.753318701
2553	1.75306904
2554	1.752907784
2555	1.752822478
2556	1.752559559
2557	1.752407143
2558	1.752233952
2559	1.752112388
2560	1.751556918
2561	1.751116548
2562	1.75091835
2563	1.750754228
2564	1.750671082
2565	1.75049859
2566	1.749342757
2567	1.749277008
2568	1.749202642
2569	1.749148541
2570	1.749003925
2571	1.748709045
2572	1.748422454
2573	1.748308492
2574	1.74820786
2575	1.748109327
2576	1.74790819
2577	1.746911936
2578	1.74646413
2579	1.746400895
2580	1.746182613
2581	1.74588247
2582	1.745758061
2583	1.74560212
2584	1.745349725
2585	1.745286253
2586	1.745221717
2587	1.745023818
2588	1.744750449
2589	1.744360007
2590	1.74420788
2591	1.743806671
2592	1.74320644
2593	1.743123685
2594	1.742158268
2595	1.741853326
2596	1.741629476
2597	1.741522453
2598	1.74139101
2599	1.741196613
2600	1.741098726
2601	1.74076998
2602	1.740701782
2603	1.740491092
2604	1.740350245
2605	1.73995422
2606	1.739182222
2607	1.739127647
2608	1.738798295
2609	1.738469709
2610	1.738299804
2611	1.73823286
2612	1.738034383
2613	1.737886825
2614	1.737874293
2615	1.737448022
2616	1.737270235
2617	1.737058584
2618	1.736901816
2619	1.736716777
2620	1.736615777
2621	1.736351277
2622	1.736159429
2623	1.735363511
2624	1.73511441
2625	1.734953915
2626	1.734826773
2627	1.734697905
2628	1.734674005
2629	1.734568594
2630	1.734053978
2631	1.733762238
2632	1.733571621
2633	1.733324185
2634	1.73301973
2635	1.732814751
2636	1.732769032
2637	1.732680056
2638	1.732572688
2639	1.732414587
2640	1.73219798
2641	1.731961365
2642	1.731785531
2643	1.731742152
2644	1.731593214
2645	1.731316543
2646	1.730992218
2647	1.730853937
2648	1.730363106
2649	1.730296564
2650	1.730128472
2651	1.729857558
2652	1.729779248
2653	1.729639532
2654	1.729590884
2655	1.729445613
2656	1.729353711
2657	1.729214058
2658	1.729118157
2659	1.728343911
2660	1.728208149
2661	1.728173651
2662	1.72807345
2663	1.727992352
2664	1.727674846
2665	1.727502576
2666	1.727320884
2667	1.727205869
2668	1.72700699
2669	1.726868372
2670	1.725943062
2671	1.725850255
2672	1.72581818
2673	1.725611635
2674	1.72543137
2675	1.725361684
2676	1.725262995
2677	1.725003946
2678	1.724878229
2679	1.724761681
2680	1.72398879
2681	1.723852547
2682	1.723080729
2683	1.723014295
2684	1.722510664
2685	1.722423599
2686	1.722334962
2687	1.722087869
2688	1.722044365
2689	1.721886457
2690	1.721721008
2691	1.721461411
2692	1.721364
2693	1.721309675
2694	1.720521021
2695	1.720449864
2696	1.720137417
2697	1.720053001
2698	1.71972333
2699	1.719235862
2700	1.719138691
2701	1.718639614
2702	1.71834206
2703	1.718032132
2704	1.717749818
2705	1.717725965
2706	1.717452849
2707	1.717119437
2708	1.716685954
2709	1.716632371
2710	1.716350052
2711	1.716132461
2712	1.715853612
2713	1.715729358
2714	1.715639771
2715	1.714536458
2716	1.714504368
2717	1.714409387
2718	1.714182217
2719	1.714000273
2720	1.713770911
2721	1.71366628
2722	1.713511523
2723	1.713248972
2724	1.713139107
2725	1.713088667
2726	1.712939266
2727	1.712835421
2728	1.712341657
2729	1.712251696
2730	1.712046153
2731	1.71200287
2732	1.711666991
2733	1.711368369
2734	1.711296792
2735	1.711202086
2736	1.711139973
2737	1.710967433
2738	1.71066127
2739	1.710154872
2740	1.710083683
2741	1.710028341
2742	1.709922909
2743	1.70969147
2744	1.709589841
2745	1.709346757
2746	1.709053176
2747	1.709017451
2748	1.708928915
2749	1.70885695
2750	1.708385738
2751	1.708301821
2752	1.708010366
2753	1.707911096
2754	1.707847596
2755	1.707132826
2756	1.706882801
2757	1.70661788
2758	1.706384514
2759	1.705858082
2760	1.705796089
2761	1.705569369
2762	1.705461302
2763	1.705106016
2764	1.704745501
2765	1.704131845
2766	1.703672031
2767	1.703278641
2768	1.703234534
2769	1.703146019
2770	1.702981653
2771	1.702748029
2772	1.702161391
2773	1.701793282
2774	1.701701974
2775	1.701505298
2776	1.701315712
2777	1.701141894
2778	1.700619079
2779	1.700407082
2780	1.700286619
2781	1.699805352
2782	1.699713079
2783	1.699674098
2784	1.699549648
2785	1.698875942
2786	1.698499907
2787	1.698079918
2788	1.697351282
2789	1.697272817
2790	1.69702912
2791	1.696973359
2792	1.696937595
2793	1.6967169
2794	1.696402681
2795	1.695938857
2796	1.695796556
2797	1.695531795
2798	1.695218459
2799	1.694987555
2800	1.694898581
2801	1.694703304
2802	1.694229576
2803	1.694062038
2804	1.694032088
2805	1.693945027
2806	1.693813299
2807	1.693705113
2808	1.693525692
2809	1.693434961
2810	1.693408948
2811	1.693187466
2812	1.693050658
2813	1.692919818
2814	1.692512471
2815	1.692340748
2816	1.691996398
2817	1.691742353
2818	1.691360181
2819	1.690800845
2820	1.690732778
2821	1.690543196
2822	1.69042922
2823	1.690335735
2824	1.690250645
2825	1.69016802
2826	1.69002017
2827	1.689976039
2828	1.689862067
2829	1.689832888
2830	1.689581816
2831	1.689467204
2832	1.689320335
2833	1.688872737
2834	1.688398715
2835	1.688119402
2836	1.687914633
2837	1.687666055
2838	1.687571191
2839	1.68724768
2840	1.687096034
2841	1.687045244
2842	1.686894579
2843	1.686746204
2844	1.686705599
2845	1.686586885
2846	1.68619385
2847	1.686092174
2848	1.685853374
2849	1.685698491
2850	1.68558081
2851	1.685424905
2852	1.685288081
2853	1.685098504
2854	1.684859451
2855	1.684425468
2856	1.683711986
2857	1.683560768
2858	1.683511287
2859	1.683362125
2860	1.682618672
2861	1.682466119
2862	1.682397493
2863	1.682324245
2864	1.682244893
2865	1.682077135
2866	1.681990425
2867	1.681859297
2868	1.681628809
2869	1.681527134
2870	1.681114114
2871	1.680979491
2872	1.680904575
2873	1.680835738
2874	1.680738901
2875	1.680540055
2876	1.680511095
2877	1.680460717
2878	1.680276141
2879	1.680249446
2880	1.679978542
2881	1.679900485
2882	1.679598605
2883	1.679538755
2884	1.679253431
2885	1.679121055
2886	1.679068312
2887	1.67901747
2888	1.678932401
2889	1.67883376
2890	1.678663945
2891	1.678371571
2892	1.678072648
2893	1.677992752
2894	1.677838838
2895	1.677525222
2896	1.677470142
2897	1.677442915
2898	1.677243442
2899	1.677195848
2900	1.677080142
2901	1.676827797
2902	1.67629699
2903	1.676041624
2904	1.675741671
2905	1.675662098
2906	1.67529098
2907	1.675159739
2908	1.674906499
2909	1.674753756
2910	1.674633227
2911	1.674220083
2912	1.674172422
2913	1.673628904
2914	1.673418682
2915	1.673339339
2916	1.673297987
2917	1.673111902
2918	1.673001576
2919	1.67293252
2920	1.672900706
2921	1.672608818
2922	1.672436066
2923	1.672337252
2924	1.671850678
2925	1.67107041
2926	1.670987819
2927	1.670891551
2928	1.670784756
2929	1.670419196
2930	1.670369196
2931	1.670267804
2932	1.669737617
2933	1.669533209
2934	1.669438124
2935	1.668871108
2936	1.668815696
2937	1.668739103
2938	1.668563458
2939	1.668350999
2940	1.66817249
2941	1.667973826
2942	1.66754382
2943	1.667493075
2944	1.667380427
2945	1.667153366
2946	1.666863032
2947	1.666632994
2948	1.666567197
2949	1.666422921
2950	1.666239073
2951	1.665956249
2952	1.665326176
2953	1.665240986
2954	1.665083745
2955	1.66478069
2956	1.664732072
2957	1.664580492
2958	1.664448117
2959	1.66414377
2960	1.663840359
2961	1.663807111
2962	1.663583581
2963	1.663438029
2964	1.663392994
2965	1.66318579
2966	1.663114514
2967	1.66297425
2968	1.662923384
2969	1.662817634
2970	1.662602149
2971	1.662546901
2972	1.662479249
2973	1.662254407
2974	1.662088377
2975	1.662015179
2976	1.661802758
2977	1.660595495
2978	1.660435377
2979	1.660164772
2980	1.66002953
2981	1.659986616
2982	1.659920424
2983	1.659802855
2984	1.659679706
2985	1.659064952
2986	1.658690052
2987	1.658561758
2988	1.658536328
2989	1.658420073
2990	1.658304315
2991	1.658122137
2992	1.657745259
2993	1.65755527
2994	1.657339225
2995	1.65713876
2996	1.656829235
2997	1.656731071
2998	1.65665304
2999	1.65652356
3000	1.656384877
3001	1.655531011
3002	1.655135264
3003	1.654714139
3004	1.654599642
3005	1.654294888
3006	1.654222147
3007	1.654192825
3008	1.653795984
3009	1.653474217
3010	1.653199727
3011	1.652716372
3012	1.65255653
3013	1.652406654
3014	1.652350781
3015	1.652107235
3016	1.652033607
3017	1.65145351
3018	1.651367254
3019	1.650952339
3020	1.650899664
3021	1.650701645
3022	1.650517856
3023	1.650127803
3024	1.650069295
3025	1.649938923
3026	1.649539984
3027	1.649305495
3028	1.649235433
3029	1.649068062
3030	1.648691973
3031	1.648635995
3032	1.648490376
3033	1.648306016
3034	1.648160222
3035	1.647859406
3036	1.647718216
3037	1.64758347
3038	1.647471904
3039	1.646440715
3040	1.646203313
3041	1.646181389
3042	1.646013029
3043	1.64589925
3044	1.645740239
3045	1.645556728
3046	1.645185386
3047	1.644805332
3048	1.644720831
3049	1.64431362
3050	1.644217361
3051	1.644017622
3052	1.643851284
3053	1.643781459
3054	1.643399889
3055	1.643194257
3056	1.642436758
3057	1.642254281
3058	1.642130805
3059	1.641958402
3060	1.64171666
3061	1.641460104
3062	1.641418482
3063	1.641359819
3064	1.640701408
3065	1.640550948
3066	1.640460501
3067	1.640372624
3068	1.640044962
3069	1.639880581
3070	1.639770411
3071	1.639531608
3072	1.639485718
3073	1.638955762
3074	1.638523073
3075	1.638397172
3076	1.638355712
3077	1.638071172
3078	1.637891118
3079	1.63778186
3080	1.6377537
3081	1.637599449
3082	1.636799043
3083	1.636769228
3084	1.636685613
3085	1.636479556
3086	1.636259815
3087	1.635287608
3088	1.634980302
3089	1.634861941
3090	1.634637573
3091	1.634580999
3092	1.63436128
3093	1.634127459
3094	1.633751013
3095	1.633544309
3096	1.633480927
3097	1.633077731
3098	1.632915974
3099	1.632509203
3100	1.631861456
3101	1.631440181
3102	1.631327298
3103	1.631241132
3104	1.631038274
3105	1.630484209
3106	1.630175005
3107	1.630059947
3108	1.629911211
3109	1.629243679
3110	1.628791803
3111	1.628074738
3112	1.627961726
3113	1.627358479
3114	1.627137514
3115	1.62684222
3116	1.626809352
3117	1.626722483
3118	1.626652825
3119	1.626318601
3120	1.625760966
3121	1.625374036
3122	1.625304603
3123	1.625099158
3124	1.624945493
3125	1.624878188
3126	1.62483023
3127	1.624210578
3128	1.624149136
3129	1.624085275
3130	1.623899227
3131	1.623728156
3132	1.623701709
3133	1.62367985
3134	1.623516375
3135	1.623383318
3136	1.623199773
3137	1.623091888
3138	1.623040612
3139	1.622733562
3140	1.622586621
3141	1.622279393
3142	1.622189373
3143	1.621913037
3144	1.621887395
3145	1.621814974
3146	1.621605703
3147	1.621494484
3148	1.621227587
3149	1.620979378
3150	1.620626826
3151	1.620541681
3152	1.620300229
3153	1.620149115
3154	1.619953904
3155	1.61990568
3156	1.619710472
3157	1.619589437
3158	1.619410095
3159	1.619321314
3160	1.61854146
3161	1.618376715
3162	1.618295107
3163	1.617981972
3164	1.617673346
3165	1.617565963
3166	1.617430613
3167	1.617278507
3168	1.616986422
3169	1.616935771
3170	1.616725456
3171	1.616623045
3172	1.616310542
3173	1.616078947
3174	1.615967835
3175	1.615924724
3176	1.615697841
3177	1.615358866
3178	1.61500709
3179	1.614061117
3180	1.613970681
3181	1.613642367
3182	1.613396441
3183	1.613180958
3184	1.612710608
3185	1.612298837
3186	1.612177298
3187	1.611701039
3188	1.61143025
3189	1.611409512
3190	1.611332693
3191	1.611202013
3192	1.610977692
3193	1.610923505
3194	1.610631822
3195	1.610055667
3196	1.609947876
3197	1.609698951
3198	1.609675458
3199	1.609631771
3200	1.609513521
3201	1.60944622
3202	1.609345579
3203	1.609265377
3204	1.609262325
3205	1.609215843
3206	1.608880198
3207	1.608620114
3208	1.608572309
3209	1.608530252
3210	1.608494174
3211	1.608414664
3212	1.608366156
3213	1.60819508
3214	1.608144248
3215	1.607977271
3216	1.607694804
3217	1.607550464
3218	1.607363977
