iter	MAE
474	3.074735777
475	3.070697661
476	3.069751061
477	3.068220131
478	3.066379171
479	3.064974924
480	3.064171254
481	3.061850819
482	3.059793627
483	3.056427599
484	3.054038802
485	3.050137626
486	3.047511999
487	3.045643188
488	3.04245235
489	3.041685274
490	3.0399833
491	3.038448822
492	3.037621812
493	3.033889617
494	3.032250205
495	3.030334543
496	3.029168893
497	3.027694153
498	3.025529984
499	3.022110036
500	3.020886018
501	3.017953
502	3.016092326
503	3.012113384
504	3.011014119
505	3.009488211
506	3.008118995
507	3.005861274
508	3.002277314
509	3.00171902
510	2.998366412
511	2.995046966
512	2.993658393
513	2.991559863
514	2.989696687
515	2.988319369
516	2.987689086
517	2.986893603
518	2.984167629
519	2.982691413
520	2.980045933
521	2.979516962
522	2.978728559
523	2.975708733
524	2.973914822
525	2.972335784
526	2.970995674
527	2.968500219
528	2.968137952
529	2.966720953
530	2.966045097
531	2.965126108
532	2.962520071
533	2.959583514
534	2.958232327
535	2.956932618
536	2.955243436
537	2.951481444
538	2.94693233
539	2.946338174
540	2.944474906
541	2.943571397
542	2.942196428
543	2.941163116
544	2.938336493
545	2.937707486
546	2.937269726
547	2.936443059
548	2.935621961
549	2.935098187
550	2.934574954
551	2.933074701
552	2.930507953
553	2.929070821
554	2.928671832
555	2.927850381
556	2.926763757
557	2.92512778
558	2.924244624
559	2.922565802
560	2.920387988
561	2.918475317
562	2.917542945
563	2.916089588
564	2.914104776
565	2.912085246
566	2.90983507
567	2.908769387
568	2.905274839
569	2.903342993
570	2.902373563
571	2.901151716
572	2.900666516
573	2.898947085
574	2.898528434
575	2.897272367
576	2.89590942
577	2.893995712
578	2.893213678
579	2.892865651
580	2.889412853
581	2.889054603
582	2.887097796
583	2.882731629
584	2.881428871
585	2.881046099
586	2.880144053
587	2.877663641
588	2.8734893
589	2.87229324
590	2.871458516
591	2.868851916
592	2.866383113
593	2.865039384
594	2.863847386
595	2.863002548
596	2.861034362
597	2.85942455
598	2.857618184
599	2.856747138
600	2.855622295
601	2.854799271
602	2.854477813
603	2.853648855
604	2.851147123
605	2.848832269
606	2.846882653
607	2.844906313
608	2.842928015
609	2.840886528
610	2.83989748
611	2.837768165
612	2.836914726
613	2.836168862
614	2.832455017
615	2.83081017
616	2.828769226
617	2.828487315
618	2.825744619
619	2.823965415
620	2.82308751
621	2.820165289
622	2.817927308
623	2.816524893
624	2.816029296
625	2.814528247
626	2.812811403
627	2.810425376
628	2.809895344
629	2.809633239
630	2.806730157
631	2.806328539
632	2.80530575
633	2.80394198
634	2.802888339
635	2.802179052
636	2.80119828
637	2.799797414
638	2.798442477
639	2.797428559
640	2.79666698
641	2.794571064
642	2.793672859
643	2.793395778
644	2.792819434
645	2.79200811
646	2.790545484
647	2.789635086
648	2.788370292
649	2.787597386
650	2.786160877
651	2.785186809
652	2.783439176
653	2.782505184
654	2.781729128
655	2.781023601
656	2.780016876
657	2.779345113
658	2.778269818
659	2.775935881
660	2.77467883
661	2.773606509
662	2.77248296
663	2.771410053
664	2.769699362
665	2.767350099
666	2.765739711
667	2.763738411
668	2.763144464
669	2.762671814
670	2.760686617
671	2.758463286
672	2.756767593
673	2.756084713
674	2.754642099
675	2.753366044
676	2.753004343
677	2.752672536
678	2.750369736
679	2.749698856
680	2.747262193
681	2.7460527
682	2.744888719
683	2.74438835
684	2.743246515
685	2.740331664
686	2.739507337
687	2.737683444
688	2.734973818
689	2.734017026
690	2.732806137
691	2.732348431
692	2.731328843
693	2.729877872
694	2.728721746
695	2.727516208
696	2.726118891
697	2.725146576
698	2.72427875
699	2.723858241
700	2.722128132
701	2.721301949
702	2.720231647
703	2.718796394
704	2.718335604
705	2.717453797
706	2.71642581
707	2.715346802
708	2.714014215
709	2.711565153
710	2.710743997
711	2.709846781
712	2.709632424
713	2.709184663
714	2.708379611
715	2.707049852
716	2.706337002
717	2.705897061
718	2.704969243
719	2.702979229
720	2.701540184
721	2.701055843
722	2.699018825
723	2.697627396
724	2.695858305
725	2.695484578
726	2.694798639
727	2.69407761
728	2.693008281
729	2.691729098
730	2.691083753
731	2.689790219
732	2.688100458
733	2.68610855
734	2.684863742
735	2.683224608
736	2.682151365
737	2.681233323
738	2.680632758
739	2.679205528
740	2.67812494
741	2.677273731
742	2.675882192
743	2.675610644
744	2.674837895
745	2.673866602
746	2.673486389
747	2.672763901
748	2.670902025
749	2.670231596
750	2.668565503
751	2.668057428
752	2.66697463
753	2.666341246
754	2.665025233
755	2.663685638
756	2.662468923
757	2.661579657
758	2.660584436
759	2.658975257
760	2.657917944
761	2.655573665
762	2.655261722
763	2.654845645
764	2.651653576
765	2.649839308
766	2.649441124
767	2.647945897
768	2.647633381
769	2.645897525
770	2.644711186
771	2.64411565
772	2.643307894
773	2.641443646
774	2.640842561
775	2.640076528
776	2.639613277
777	2.639020798
778	2.638532522
779	2.637279922
780	2.636159847
781	2.634786567
782	2.634518735
783	2.633235033
784	2.63242031
785	2.632083926
786	2.631197053
787	2.630150394
788	2.62865131
789	2.628004232
790	2.626681396
791	2.62539363
792	2.624111522
793	2.623396376
794	2.622745893
795	2.622070622
796	2.621644002
797	2.620477205
798	2.619629331
799	2.619403852
800	2.619176297
801	2.618667688
802	2.617545748
803	2.616797304
804	2.614372903
805	2.61390222
806	2.612964442
807	2.612375314
808	2.611561478
809	2.611321396
810	2.610859478
811	2.607607209
812	2.603802968
813	2.603405472
814	2.601022052
815	2.599529397
816	2.599101488
817	2.597593958
818	2.596907055
819	2.595472712
820	2.594608017
821	2.593315353
822	2.592937824
823	2.591705832
824	2.590918145
825	2.590748325
826	2.5900775
827	2.589089212
828	2.588480062
829	2.587426809
830	2.585622135
831	2.585195732
832	2.583807448
833	2.583415191
834	2.581550407
835	2.578822225
836	2.57778262
837	2.57609672
838	2.574256695
839	2.571204143
840	2.570515077
841	2.569122061
842	2.56790095
843	2.566732485
844	2.56515908
845	2.564786093
846	2.563720073
847	2.5630076
848	2.560498124
849	2.559352189
850	2.55691206
851	2.556281481
852	2.555775201
853	2.555175331
854	2.554531487
855	2.553903851
856	2.553608224
857	2.552583363
858	2.55007395
859	2.549141684
860	2.547681877
861	2.546893944
862	2.546346412
863	2.544236831
864	2.543098694
865	2.542668932
866	2.542055201
867	2.541515109
868	2.541117913
869	2.539956073
870	2.53767974
871	2.53598934
872	2.535498899
873	2.53485687
874	2.534318546
875	2.533742915
876	2.531673648
877	2.530926513
878	2.529696369
879	2.528887623
880	2.526588836
881	2.525963427
882	2.525663887
883	2.525099354
884	2.52290845
885	2.522242745
886	2.521351097
887	2.519031359
888	2.51776184
889	2.516604321
890	2.515723243
891	2.513192279
892	2.510533114
893	2.510277092
894	2.509446521
895	2.508836031
896	2.508218341
897	2.507591559
898	2.50725994
899	2.506719835
900	2.505849272
901	2.505610771
902	2.5052739
903	2.503880512
904	2.50310973
905	2.502691411
906	2.501268194
907	2.499365488
908	2.497878349
909	2.497432746
910	2.496326342
911	2.495249353
912	2.494744022
913	2.494142154
914	2.493658514
915	2.493009491
916	2.492509484
917	2.491928514
918	2.491653667
919	2.490619679
920	2.490166531
921	2.489068812
922	2.488599395
923	2.488252657
924	2.486217612
925	2.485346885
926	2.484832454
927	2.483978195
928	2.482477792
929	2.481824044
930	2.481443285
931	2.480373169
932	2.479900539
933	2.479374413
934	2.478701819
935	2.478350192
936	2.477784214
937	2.476813449
938	2.475623885
939	2.474708049
940	2.473919812
941	2.472537898
942	2.471520904
943	2.471242029
944	2.470470569
945	2.46914942
946	2.468162322
947	2.46776519
948	2.467041888
949	2.465502937
950	2.46521221
951	2.464282913
952	2.463157939
953	2.462834935
954	2.462679948
955	2.462263704
956	2.46200933
957	2.461430367
958	2.460540949
959	2.460314036
960	2.459721608
961	2.459201297
962	2.458634851
963	2.458391645
964	2.457510658
965	2.457236481
966	2.456801737
967	2.455632409
968	2.45470488
969	2.454502005
970	2.454043021
971	2.453859038
972	2.452956173
973	2.452284503
974	2.451731845
975	2.451378054
976	2.450226925
977	2.449312457
978	2.448436171
979	2.447592089
980	2.447003936
981	2.445410333
982	2.444650208
983	2.44383142
984	2.441871037
985	2.440404668
986	2.439851899
987	2.439554322
988	2.437813131
989	2.437382916
990	2.436457424
991	2.434735133
992	2.434074791
993	2.433136652
994	2.432181999
995	2.430924038
996	2.429868953
997	2.429411851
998	2.428817721
999	2.427735971
1000	2.427338779
1001	2.426880869
1002	2.425869982
1003	2.424853592
1004	2.424612314
1005	2.424367623
1006	2.423007957
1007	2.42075996
1008	2.419954063
1009	2.417923181
1010	2.41667879
1011	2.416221666
1012	2.415696303
1013	2.415352882
1014	2.415037926
1015	2.414792737
1016	2.413856381
1017	2.413207062
1018	2.412478977
1019	2.412189998
1020	2.4114631
1021	2.410669402
1022	2.40994699
1023	2.40944686
1024	2.408884738
1025	2.407802934
1026	2.406710639
1027	2.405339543
1028	2.405155386
1029	2.405039085
1030	2.404686992
1031	2.404048014
1032	2.403655473
1033	2.403362475
1034	2.402311627
1035	2.401487824
1036	2.400298411
1037	2.39944513
1038	2.397965456
1039	2.39620743
1040	2.394711692
1041	2.394083171
1042	2.393855312
1043	2.393696552
1044	2.392987995
1045	2.392607976
1046	2.391970972
1047	2.390763221
1048	2.390454696
1049	2.388424056
1050	2.38722576
1051	2.386885451
1052	2.386257806
1053	2.385383625
1054	2.38504252
1055	2.384416952
1056	2.383954363
1057	2.383107428
1058	2.381020952
1059	2.378465818
1060	2.377235139
1061	2.376599386
1062	2.376205662
1063	2.375571917
1064	2.374919113
1065	2.374640131
1066	2.372748615
1067	2.371976212
1068	2.371392577
1069	2.370744359
1070	2.370429473
1071	2.369165607
1072	2.36899764
1073	2.367293295
1074	2.365947654
1075	2.36529672
1076	2.364522539
1077	2.363524336
1078	2.363271851
1079	2.362986599
1080	2.362664472
1081	2.362345117
1082	2.361491062
1083	2.36066092
1084	2.359923483
1085	2.359089764
1086	2.358490228
1087	2.35610907
1088	2.355153823
1089	2.354873504
1090	2.354120083
1091	2.353120998
1092	2.351948164
1093	2.351056832
1094	2.350783187
1095	2.350055352
1096	2.349492608
1097	2.348824052
1098	2.347769461
1099	2.347263677
1100	2.346876752
1101	2.346312511
1102	2.345149198
1103	2.344468988
1104	2.343891549
1105	2.342907312
1106	2.342427415
1107	2.342157951
1108	2.341442654
1109	2.340643688
1110	2.340435865
1111	2.339993446
1112	2.339124232
1113	2.338941869
1114	2.338653639
1115	2.338302112
1116	2.337773479
1117	2.336951559
1118	2.336341999
1119	2.335493462
1120	2.335149375
1121	2.33425431
1122	2.333979203
1123	2.333149886
1124	2.332548866
1125	2.332027393
1126	2.331574395
1127	2.330537525
1128	2.330069423
1129	2.329543135
1130	2.328721494
1131	2.327750901
1132	2.325803751
1133	2.324494853
1134	2.324145578
1135	2.323694745
1136	2.323565984
1137	2.322483531
1138	2.32116386
1139	2.319110883
1140	2.318847843
1141	2.318069237
1142	2.31732584
1143	2.316836728
1144	2.315555706
1145	2.314779955
1146	2.31266794
1147	2.312381933
1148	2.311747479
1149	2.309804542
1150	2.309291778
1151	2.307851523
1152	2.306555207
1153	2.305795253
1154	2.305225128
1155	2.304705768
1156	2.303971841
1157	2.303652094
1158	2.303219177
1159	2.302312315
1160	2.301248004
1161	2.30036391
1162	2.299788439
1163	2.299301279
1164	2.298429278
1165	2.297900945
1166	2.297473287
1167	2.296574049
1168	2.296479419
1169	2.295947668
1170	2.294551982
1171	2.292891676
1172	2.292610378
1173	2.29196976
1174	2.291086471
1175	2.290447346
1176	2.290224382
1177	2.287263788
1178	2.286665124
1179	2.286264621
1180	2.285521063
1181	2.28524276
1182	2.284736408
1183	2.284349302
1184	2.283285262
1185	2.282845572
1186	2.282710881
1187	2.281940777
1188	2.281544765
1189	2.281394457
1190	2.281106959
1191	2.280851136
1192	2.280041419
1193	2.27982199
1194	2.27898832
1195	2.278703521
1196	2.27731942
1197	2.275779597
1198	2.274673492
1199	2.274202136
1200	2.274127386
1201	2.273040735
1202	2.272585704
1203	2.272218611
1204	2.270332568
1205	2.266833699
1206	2.266403217
1207	2.26562628
1208	2.265274464
1209	2.265074929
1210	2.263959447
1211	2.263708812
1212	2.263281442
1213	2.262413362
1214	2.262124531
1215	2.261424839
1216	2.260597323
1217	2.260298161
1218	2.260023332
1219	2.259507228
1220	2.259164743
1221	2.258477512
1222	2.257992998
1223	2.257087299
1224	2.25690473
1225	2.256649577
1226	2.256153017
1227	2.255955728
1228	2.255215201
1229	2.254892412
1230	2.254611634
1231	2.254030469
1232	2.253814211
1233	2.253300077
1234	2.253026237
1235	2.252309576
1236	2.252056533
1237	2.251955286
1238	2.250377261
1239	2.250048966
1240	2.249552292
1241	2.248086699
1242	2.247449561
1243	2.247083714
1244	2.246547988
1245	2.246385489
1246	2.245559427
1247	2.244490494
1248	2.243935918
1249	2.243046412
1250	2.242814143
1251	2.241812149
1252	2.241496631
1253	2.24125491
1254	2.240738208
1255	2.240578596
1256	2.239718763
1257	2.239470191
1258	2.238843239
1259	2.238687118
1260	2.238169906
1261	2.236871052
1262	2.236559646
1263	2.235454238
1264	2.234812232
1265	2.233902253
1266	2.233054622
1267	2.23269943
1268	2.23221071
1269	2.231881954
1270	2.231670475
1271	2.231510644
1272	2.23119988
1273	2.230377934
1274	2.230073254
1275	2.228967114
1276	2.22843863
1277	2.227873967
1278	2.226694775
1279	2.226434903
1280	2.226065502
1281	2.225884965
1282	2.225515358
1283	2.225146905
1284	2.224487437
1285	2.223906115
1286	2.22344574
1287	2.223105789
1288	2.222560642
1289	2.222218159
1290	2.22194417
1291	2.220841771
1292	2.218988055
1293	2.218524622
1294	2.218399597
1295	2.218015758
1296	2.217482574
1297	2.217056329
1298	2.216613227
1299	2.215894044
1300	2.215143208
1301	2.214585056
1302	2.214270311
1303	2.214032999
1304	2.213396726
1305	2.213218157
1306	2.212921725
1307	2.212348669
1308	2.211704288
1309	2.210980675
1310	2.209623925
1311	2.209193094
1312	2.208837827
1313	2.207988117
1314	2.20725613
1315	2.206831776
1316	2.206672706
1317	2.205793566
1318	2.205341478
1319	2.204812388
1320	2.204475431
1321	2.204305743
1322	2.203834606
1323	2.203500708
1324	2.203182159
1325	2.202846155
1326	2.202606668
1327	2.2022988
1328	2.201867113
1329	2.201045982
1330	2.200697732
1331	2.200212664
1332	2.199568225
1333	2.199011142
1334	2.198863918
1335	2.198538377
1336	2.19796875
1337	2.197201917
1338	2.196559543
1339	2.195999567
1340	2.195656432
1341	2.194954394
1342	2.194719301
1343	2.194441616
1344	2.193809514
1345	2.192798161
1346	2.192667617
1347	2.192293616
1348	2.192106129
1349	2.191920114
1350	2.191533442
1351	2.191377867
1352	2.189681372
1353	2.189149921
1354	2.188348912
1355	2.186954255
1356	2.186761326
1357	2.185542692
1358	2.185109825
1359	2.184748977
1360	2.184218646
1361	2.183911234
1362	2.183587461
1363	2.182874576
1364	2.182174007
1365	2.181495697
1366	2.181361542
1367	2.181115733
1368	2.180232283
1369	2.180023875
1370	2.179451371
1371	2.178780403
1372	2.178372427
1373	2.177885304
1374	2.177083736
1375	2.17670856
1376	2.176277646
1377	2.175849152
1378	2.17559
1379	2.175288396
1380	2.175107626
1381	2.174877866
1382	2.17409093
1383	2.172181665
1384	2.172027505
1385	2.171364618
1386	2.171008107
1387	2.170556905
1388	2.169968722
1389	2.1693149
1390	2.169021212
1391	2.168599845
1392	2.168444811
1393	2.167680598
1394	2.167029973
1395	2.166669197
1396	2.166324395
1397	2.165358411
1398	2.16502455
1399	2.163698158
1400	2.16348505
1401	2.163139706
1402	2.162863268
1403	2.162519322
1404	2.162353376
1405	2.162079365
1406	2.161854768
1407	2.160859145
1408	2.159903046
1409	2.159611516
1410	2.159096338
1411	2.158928777
1412	2.158742558
1413	2.158569261
1414	2.158213527
1415	2.157667852
1416	2.157431491
1417	2.157379433
1418	2.155326922
1419	2.154639786
1420	2.153961458
1421	2.153640919
1422	2.152909097
1423	2.152659313
1424	2.151402915
1425	2.150343601
1426	2.150229862
1427	2.149541547
1428	2.148365362
1429	2.147769983
1430	2.147613282
1431	2.147416475
1432	2.146836767
1433	2.146647747
1434	2.146497424
1435	2.145960849
1436	2.14576305
1437	2.145458062
1438	2.145028196
1439	2.144562319
1440	2.144281591
1441	2.143664052
1442	2.143439788
1443	2.143129408
1444	2.142841847
1445	2.142709181
1446	2.142066509
1447	2.141537047
1448	2.141169329
1449	2.14064424
1450	2.140073579
1451	2.139064423
1452	2.138857517
1453	2.138718454
1454	2.138166494
1455	2.137859145
1456	2.137348273
1457	2.137175469
1458	2.136425768
1459	2.136260778
1460	2.136040867
1461	2.135456102
1462	2.134892966
1463	2.134571798
1464	2.134288981
1465	2.13325936
1466	2.132387143
1467	2.131495289
1468	2.131231073
1469	2.130901021
1470	2.129117686
1471	2.128507784
1472	2.128138621
1473	2.127803518
1474	2.127524403
1475	2.126511548
1476	2.126260522
1477	2.125965353
1478	2.125871932
1479	2.125719796
1480	2.125031406
1481	2.124581046
1482	2.123793606
1483	2.123371416
1484	2.12314955
1485	2.122777489
1486	2.122451897
1487	2.120434689
1488	2.119660914
1489	2.119341075
1490	2.118918498
1491	2.118818818
1492	2.118143739
1493	2.117746225
1494	2.11718838
1495	2.116065981
1496	2.115772447
1497	2.115575706
1498	2.115250891
1499	2.114400302
1500	2.11380051
1501	2.113655433
1502	2.113118593
1503	2.112387993
1504	2.11151093
1505	2.111163334
1506	2.110825806
1507	2.110143177
1508	2.109214395
1509	2.108262794
1510	2.107528794
1511	2.106902257
1512	2.105654846
1513	2.104924652
1514	2.104709484
1515	2.104181389
1516	2.103923761
1517	2.10348568
1518	2.10307305
1519	2.102598886
1520	2.102189863
1521	2.10179314
1522	2.101523719
1523	2.101025454
1524	2.100549871
1525	2.100312076
1526	2.099919143
1527	2.09970957
1528	2.099083527
1529	2.098735727
1530	2.09798708
1531	2.097756774
1532	2.097453149
1533	2.095600542
1534	2.095420952
1535	2.094891311
1536	2.094603617
1537	2.094472247
1538	2.094100632
1539	2.09372204
1540	2.09330037
1541	2.093069964
1542	2.092964752
1543	2.092187096
1544	2.092083764
1545	2.091985345
1546	2.091795679
1547	2.090880235
1548	2.090750728
1549	2.090541741
1550	2.090264014
1551	2.089866995
1552	2.089705479
1553	2.089556197
1554	2.089286838
1555	2.088897429
1556	2.088385847
1557	2.087452186
1558	2.087386372
1559	2.086664226
1560	2.086415147
1561	2.085843515
1562	2.085481514
1563	2.085356382
1564	2.084942538
1565	2.083954921
1566	2.083573412
1567	2.083451273
1568	2.083190545
1569	2.082633988
1570	2.082298094
1571	2.081715754
1572	2.081274398
1573	2.080812352
1574	2.080064673
1575	2.079224562
1576	2.079092101
1577	2.078662785
1578	2.078190286
1579	2.076900126
1580	2.076687098
1581	2.076399716
1582	2.075837639
1583	2.075313868
1584	2.075097855
1585	2.074670112
1586	2.074545843
1587	2.073980481
1588	2.073206548
1589	2.072969611
1590	2.072664073
1591	2.072480206
1592	2.072235457
1593	2.072071798
1594	2.071077548
1595	2.069851037
1596	2.069534699
1597	2.069014276
1598	2.068443908
1599	2.067684539
1600	2.067178073
1601	2.066930447
1602	2.065924565
1603	2.065776394
1604	2.065487093
1605	2.064144272
1606	2.062210823
1607	2.061704165
1608	2.061154861
1609	2.06064114
1610	2.060415125
1611	2.059325331
1612	2.059188575
1613	2.059061966
1614	2.058813513
1615	2.058388545
1616	2.058079354
1617	2.057931664
1618	2.057620404
1619	2.057430695
1620	2.057032253
1621	2.056696104
1622	2.056457341
1623	2.055544263
1624	2.055164581
1625	2.054746675
1626	2.05423697
1627	2.053950986
1628	2.053730905
1629	2.053455993
1630	2.052544438
1631	2.052257688
1632	2.051916571
1633	2.05129532
1634	2.051216504
1635	2.051007463
1636	2.050882107
1637	2.050670912
1638	2.050492525
1639	2.050251415
1640	2.050057248
1641	2.049685918
1642	2.049173085
1643	2.049001893
1644	2.048790202
1645	2.048331157
1646	2.048115308
1647	2.047552537
1648	2.047290116
1649	2.04590954
1650	2.045658647
1651	2.045300378
1652	2.045028748
1653	2.044426383
1654	2.043815772
1655	2.042380199
1656	2.042126011
1657	2.041846119
1658	2.041697532
1659	2.04117852
1660	2.040579342
1661	2.040386118
1662	2.039483955
1663	2.039221361
1664	2.038884229
