iter	Passed	Remaining
0	2	124
1	5	123
2	8	136
3	11	130
4	15	135
5	18	134
6	21	132
7	24	128
8	27	125
9	30	120
10	32	116
11	34	110
12	37	107
13	40	103
14	43	100
15	46	98
16	49	95
17	51	92
18	55	90
19	57	86
20	61	84
21	64	82
22	68	80
23	71	77
24	74	74
25	78	72
26	80	68
27	83	65
28	86	62
29	89	59
30	92	56
31	95	53
32	97	50
33	101	47
34	104	44
35	107	41
36	110	38
37	113	35
38	116	32
39	119	29
40	122	26
41	125	23
42	129	21
43	132	18
44	135	15
45	138	12
46	141	9
47	144	6
48	147	3
49	151	0
